Número factura,Cliente,Código,Fecha,Vencimiento,Nombre,RFC,Calle,Colonia,Localidad,Estado,CP,País,Centro,Importe,Retención,Descuento,Base imponible,Importe IVA,Importe retención,Total,Cobrado,Forma de pago
087958211825-153826,Real Dental Tijuana,2543,22/08/2025,29/08/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,375.0,0.0,0.0,375.0,0.0,-0.0,375.0,375.0,
087958211825-153837,Maxilo Dental,6152,21/08/2025,29/08/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
087958211825-153836,Maxilo Dental,6152,21/08/2025,29/08/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
087958211825-153835,Superdental,1882,21/08/2025,21/08/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153834,Horizon Dental Group,3297,21/08/2025,29/08/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153833,Real Dental Tijuana,2543,20/08/2025,29/08/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153832,Superdental,1882,20/08/2025,29/08/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,225.0,0.0,0.0,225.0,0.0,-0.0,225.0,225.0,
087958211825-153831,Clinica Dental Tijuana,2112,20/08/2025,29/08/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.0,-0.0,91.0,91.0,
087958211825-153829,Real Dental Tijuana,2543,20/08/2025,29/08/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153828,Clinica Dental Integral,4505,19/08/2025,29/08/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,170.0,0.0,0.0,170.0,13.6,-0.0,183.6,183.6,
087958211825-153827,Maxilo Dental,6152,15/08/2025,22/08/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,180.0,0.0,0.0,180.0,0.0,-0.0,180.0,180.0,
087958211825-153825,Real Dental Tijuana,2543,15/08/2025,22/08/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
087958211825-153824,Maxilo Dental,6152,15/08/2025,22/08/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
087958211825-153823,Maxilo Dental,6152,15/08/2025,22/08/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
087958211825-153822,Clinica Dental Paleo,6153,15/08/2025,22/08/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
087958211825-153820,Dr. Bojorquez,2795,14/08/2025,22/08/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
087958211825-153819,Dr. Bojorquez,2795,14/08/2025,22/08/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,180.0,0.0,0.0,180.0,0.0,-0.0,180.0,180.0,
087958211825-153818,Clinica Dental Integral,4505,12/08/2025,22/08/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,170.0,0.0,0.0,170.0,13.6,-0.0,183.6,183.6,
65883809124-00655,Real Dental Tijuana,2543,12/08/2025,15/08/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00654,Dental Angel Smile,7399,12/08/2025,"",Dental Angel Smile,-,Av Constitución 1284,Zona Centro,Tijuana,Baja California,22000,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
65883809124-00653,MEDICA,2565,11/08/2025,"",MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,255.0,0.0,0.0,255.0,0.0,-0.0,255.0,0.0,
65883809124-00652,MEDICA,2565,11/08/2025,15/08/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00651,MEDICA,2565,11/08/2025,15/08/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
658838091259-00100,Zenzao Smile Studio,800,11/08/2025,15/08/2025,Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
658838091259-00099,Horizon Dental Group,3297,11/08/2025,15/08/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
658838091259-00098,MEDICA,2565,11/08/2025,15/08/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
R-00034,Superdental,1882,11/08/2025,"",Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,30.0,0.0,0.0,30.0,0.0,-0.0,30.0,30.0,
658838091259-0097,Maxilo Dental,6152,08/08/2025,"",Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
658838091259-00095,Maxilo Dental,6152,08/08/2025,15/08/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,270.0,0.0,0.0,270.0,0.0,-0.0,270.0,270.0,
658838091259-00092,Maxilo Dental,6152,08/08/2025,15/08/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
658838091259-00094,Superdental,1882,07/08/2025,15/08/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
658838091259-00093,Superdental,1882,07/08/2025,15/08/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
658838091259-00091,Dr. Bojorquez,2795,06/08/2025,15/08/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
658838091259-00090,Clinica Dental Integral,4505,05/08/2025,15/08/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
R-00033,Zenzao Smile Studio,800,05/08/2025,"",Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,220.0,0.0,0.0,220.0,17.6,-0.0,237.6,237.6,
658838091259-00089,Clinica Dental Tijuana,2112,04/08/2025,15/08/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
658838091259-00088,Real Dental Tijuana,2543,04/08/2025,15/08/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
658838091259-00087,Real Dental Tijuana,2543,04/08/2025,15/08/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,900.0,0.0,0.0,900.0,0.0,-0.0,900.0,900.0,
658838091259-00086,Clinica Dental Integral,4505,04/08/2025,15/08/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,255.0,0.0,0.0,255.0,20.4,-0.0,275.4,275.4,
658838091259-00085,Zenzao Smile Studio,800,01/08/2025,"",Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
658838091259-00083,Zenzao Smile Studio,800,01/08/2025,"",Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,10.0,0.0,0.0,10.0,0.8,-0.0,10.8,10.8,
658838091259-00082,Superdental,1882,01/08/2025,08/08/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,340.0,0.0,0.0,340.0,0.0,-0.0,340.0,340.0,
658838091259-00081,Superdental,1882,01/08/2025,08/08/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
658838091259-00080,Clinica Dental Tijuana,2112,01/08/2025,08/08/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,80.0,0.0,0.0,80.0,6.4,-0.0,86.4,86.4,
658838091259-00079,MEDICA,2565,30/07/2025,08/08/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
658838091259-00078,MEDICA,2565,30/07/2025,08/08/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
658838091259-00077,Clinica Dental Tijuana,2112,30/07/2025,08/08/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
658838091259-00075,Clinica Dental Integral,4505,29/07/2025,08/08/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
658838091259-00074,Clinica Dental Integral,4505,29/07/2025,08/08/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
888156,Clinica Dental Integral,4505,26/07/2025,01/08/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,170.0,0.0,0.0,170.0,13.6,-0.0,183.6,183.6,
R-00032,Clinica Dental Paleo,6153,26/07/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
658838091259-00072,Clinica Dental Tijuana,2112,25/07/2025,01/08/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
658838091259-00071,Clinica Dental Tijuana,2112,25/07/2025,25/07/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
658838091259-00070,Dr. Bojorquez,2795,25/07/2025,01/08/2025,Dr. Luis Bojorquez,-,Fray Servando Teresa de Mier 23,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,450.0,0.0,0.0,450.0,0.0,-0.0,450.0,450.0,
658838091259-00069,Superdental,1882,24/07/2025,01/08/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,710.0,0.0,0.0,710.0,0.0,-0.0,710.0,710.0,
658838091259-00068,Clinica Dental Integral,4505,24/07/2025,01/08/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,340.0,0.0,0.0,340.0,27.2,-0.0,367.2,367.2,
658838091259-00067,Maxilo Dental,6152,24/07/2025,01/08/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,95.0,0.0,0.0,95.0,0.0,-0.0,95.0,95.0,
658838091259-00059,Clinica Dental Integral,4505,24/07/2025,25/07/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,40.0,0.0,0.0,40.0,3.2,-0.0,43.2,43.2,
658838091259-00066,Zenzao Smile Studio,800,22/07/2025,22/07/2025,Zenzao Smile Studio,-,Blvd. Alberto Limón Padilla #19058,Nueva Tijuana,Tijuana,Baja California,22444,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
658838091259-00065,Superdental,1882,22/07/2025,22/07/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,645.0,0.0,0.0,645.0,0.0,-0.0,645.0,645.0,
658838091259-00064,Clinica Dental Tijuana,2112,21/07/2025,25/07/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,80.0,0.0,0.0,80.0,6.4,-0.0,86.4,86.4,
658838091259-00063,Horizon Dental Group,3297,19/07/2025,25/07/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,255.0,0.0,0.0,255.0,0.0,-0.0,255.0,255.0,
658838091259-00062,Real Dental Tijuana,2543,19/07/2025,25/07/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
658838091259-00061,Real Dental Tijuana,2543,19/07/2025,25/07/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
658838091259-00060,Real Dental Tijuana,2543,19/07/2025,25/07/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00544,Maxilo Dental,6152,18/07/2025,"",Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
658838091259-00058,Dental Studio,6901,18/07/2025,25/07/2025,Dental Studio,-,Calle Emiliano Zapata 7974-3,Zona Centro,Tijuana,Baja California,22000,México,-,90.0,0.0,0.0,90.0,7.2,-0.0,97.2,97.2,
658838091259-00057,Clinica Dental Integral,4505,18/07/2025,25/07/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
658838091259-00056,Clinica Dental Integral,4505,18/07/2025,25/07/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
658838091259-00055,MEDICA,2565,17/07/2025,25/07/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
658838091259-00054,MEDICA,2565,17/07/2025,25/07/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
658838091259-00053,MEDICA,2565,17/07/2025,25/07/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
658838091259-00052,Dental Bellas Artes,4482,17/07/2025,25/07/2025,Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
65883809124-00550,Superdental,1882,15/07/2025,25/07/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
658838091259-00051,Clinica Dental Tijuana,2112,15/07/2025,25/07/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
65883809124-00549,Clinica Dental Integral,4505,14/07/2025,25/07/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,7.2,-0.0,97.2,97.2,
65883809124-00548,Superdental,1882,14/07/2025,18/07/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00547,Clinica Dental Paleo,6153,12/07/2025,18/07/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,400.0,0.0,0.0,400.0,0.0,-0.0,400.0,400.0,
65883809124-00546,Real Dental Tijuana,2543,12/07/2025,18/07/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00545,Real Dental Tijuana,2543,12/07/2025,18/07/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00543,Maxilo Dental,6152,11/07/2025,18/07/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00542,Clinica Dental Paleo,6153,11/07/2025,18/07/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,160.0,0.0,0.0,160.0,0.0,-0.0,160.0,160.0,
65883809124-00539,Clinica Dental Integral,4505,08/07/2025,18/07/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,20.0,0.0,0.0,20.0,1.6,-0.0,21.6,21.6,
65883809124-00538,Dental Studio,6901,07/07/2025,11/07/2025,Dental Studio,-,Calle Emiliano Zapata 7974-3,Zona Centro,Tijuana,Baja California,22000,México,-,90.0,0.0,0.0,90.0,7.2,-0.0,97.2,97.2,
65883809124-00536,Real Dental Tijuana,2543,07/07/2025,11/07/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,120.0,0.0,0.0,120.0,0.0,-0.0,120.0,120.0,
65883809124-00537,Real Dental Tijuana,2543,03/07/2025,11/07/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,90.0,0.0,5.56,85.0,0.0,-0.0,85.0,85.0,
65883809124-00535,Clinica Dental Integral,4505,02/07/2025,11/07/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
R-00031,Clinica Dental Paleo,6153,02/07/2025,04/07/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,210.0,0.0,0.0,210.0,0.0,-0.0,210.0,210.0,
R-00030,Clinica Dental Paleo,6153,02/07/2025,04/07/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
65883809124-00534,Clinica Dental Tijuana,2112,01/07/2025,04/07/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00533,Maxilo Dental,6152,30/06/2025,11/07/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00532,Maxilo Dental,6152,30/06/2025,11/07/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
65883809124-00531,Maxilo Dental,6152,30/06/2025,11/07/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00530,Maxilo Dental,6152,30/06/2025,11/07/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00529,Clinica Dental Tijuana,2112,30/06/2025,04/07/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00528,Horizon Dental Group,3297,30/06/2025,11/07/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
65883809124-00526,Clinica Dental Integral,4505,28/06/2025,04/07/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,300.0,0.0,0.0,300.0,24.0,-0.0,324.0,324.0,
65883809124-00525,Clinica Dental Tijuana,2112,28/06/2025,04/07/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,580.0,0.0,0.0,580.0,46.4,-0.0,626.4,626.4,
65883809124-00524,Dental Bellas Artes,4482,25/06/2025,04/07/2025,Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,300.0,0.0,0.0,300.0,0.0,-0.0,300.0,300.0,
R-00029,Horizon Dental Group,3297,25/06/2025,"",Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,165.0,0.0,0.0,165.0,0.0,-0.0,165.0,165.0,
65883809124-00523,Clinica Dental Tijuana,2112,24/06/2025,27/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
65883809124-00522,Clinica Dental Tijuana,2112,24/06/2025,27/06/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
65883809124-00521,Maxilo Dental,6152,24/06/2025,04/07/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
65883809124-00520,Clinica Dental Paleo,6153,23/06/2025,23/06/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,270.0,0.0,0.0,270.0,0.0,-0.0,270.0,270.0,
65883809124-00518,Dr. Sergio Duarte,1979,21/06/2025,27/06/2025,Dr. Sergio Duarte,-,Pastor Ramos 350,Empleados Federales,Tijuana,Baja California,22010,México,-,90.0,0.0,11.11,80.0,0.0,-0.0,80.0,80.0,
65883809124-00517,Real Dental Tijuana,2543,20/06/2025,27/06/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00516,Real Dental Tijuana,2543,20/06/2025,27/06/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
65883809124-00515,Superdental,1882,20/06/2025,27/06/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
