Número factura,Cliente,Código,Fecha,Vencimiento,Nombre,RFC,Calle,Colonia,Localidad,Estado,CP,País,Centro,Importe,Retención,Descuento,Base imponible,Importe IVA,Importe retención,Total,Cobrado,Forma de pago
65883809124-00401,Clinica Dental Integral,4505,28/04/2025,02/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
R-00019,Horizon Dental Group,3297,28/04/2025,28/04/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
R-00018,Horizon Dental Group,3297,28/04/2025,02/05/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,245.0,0.0,0.0,245.0,0.0,-0.0,245.0,245.0,
684348,Clinica Dental Tijuana,2112,26/04/2025,02/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
684347,Clinica Dental Tijuana,2112,26/04/2025,02/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
684346,Clinica Dental Tijuana,2112,26/04/2025,26/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
R-00017,Superdental,1882,26/04/2025,02/05/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
684345,Real Dental Tijuana,2543,25/04/2025,02/05/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,110.0,0.0,0.0,110.0,0.0,-0.0,110.0,110.0,
684343,Real Dental Tijuana,2543,25/04/2025,25/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
684342,Real Dental Tijuana,2543,25/04/2025,02/05/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,225.0,0.0,0.0,225.0,0.0,-0.0,225.0,225.0,
684341,Maxilo Dental,6152,25/04/2025,02/05/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,310.0,0.0,0.0,310.0,24.8,-0.0,334.8,334.8,
684340,Clinica Dental Integral,4505,25/04/2025,02/05/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,180.0,0.0,0.0,180.0,0.0,-0.0,180.0,180.0,
R-00016,Dental Bellas Artes,4482,25/04/2025,02/05/2025,Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,140.0,0.0,0.0,140.0,0.0,-0.0,140.0,140.0,
R-00015,Clinica Dental Paleo,6153,25/04/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,420.0,0.0,0.0,420.0,0.0,-0.0,420.0,420.0,
888152,Dental Bellas Artes,4482,22/04/2025,25/04/2025,Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,155.0,0.0,0.0,155.0,0.0,-0.0,155.0,155.0,
684339,Real Dental Tijuana,2543,22/04/2025,25/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
684338,Real Dental Tijuana,2543,22/04/2025,25/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
684337,Real Dental Tijuana,2543,22/04/2025,25/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
684336,Real Dental Tijuana,2543,22/04/2025,25/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
684334,Real Dental Tijuana,2543,22/04/2025,25/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
684332,Real Dental Tijuana,2543,22/04/2025,25/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
684331,Real Dental Tijuana,2543,22/04/2025,25/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
684330,Dental Bellas Artes,4482,22/04/2025,25/04/2025,Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
684328,Horizon Dental Group,3297,22/04/2025,02/05/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
684327,Clinica Dental Tijuana,2112,21/04/2025,02/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
684326,Clinica Dental Tijuana,2112,21/04/2025,02/05/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,375.0,0.0,0.0,375.0,30.0,-0.0,405.0,405.0,
R-00014,MEDICA,2565,21/04/2025,02/05/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
R-00013,Clinica Dental Integral,4505,21/04/2025,25/04/2025,Clinica Dental Integral,-,Blvrd Gral Rodolfo Sánchez Taboada 1600-Int. 16,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,100.0,0.0,0.0,100.0,0.0,-0.0,100.0,100.0,
684325,Clinica Dental Tijuana,2112,17/04/2025,25/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,255.0,0.0,0.0,255.0,20.4,-0.0,275.4,275.4,
R-00009,Clinica Dental Paleo,6153,17/04/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
888150,Maxilo Dental,6152,16/04/2025,25/04/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,90.0,0.0,0.0,90.0,0.0,-0.0,90.0,90.0,
R-00023,Clinica Dental Paleo,6153,16/04/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
888149,Clinica Dental Tijuana,2112,15/04/2025,25/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,150.0,0.0,0.0,150.0,12.0,-0.0,162.0,162.0,
888148,Superdental,1882,15/04/2025,25/04/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,320.0,0.0,0.0,320.0,0.0,-0.0,320.0,320.0,
888147,Clinica Dental Tijuana,2112,14/04/2025,25/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,225.0,0.0,0.0,225.0,18.0,-0.0,243.0,243.0,
888146,Clinica Dental Tijuana,2112,14/04/2025,25/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
888145,Clinica Dental Tijuana,2112,14/04/2025,25/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
R-00008,MEDICA,2565,13/04/2025,18/04/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
R-00007,MEDICA,2565,13/04/2025,18/04/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
888144,Superdental,1882,12/04/2025,18/04/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
888143,Real Dental Tijuana,2543,12/04/2025,18/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
888142,Clinica Dental Tijuana,2112,11/04/2025,18/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
R-00022,Clinica Dental Paleo,6153,09/04/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,420.0,0.0,0.0,420.0,0.0,-0.0,420.0,420.0,
R-00006,Maxilo Dental,6152,09/04/2025,18/04/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,127.5,0.0,0.0,127.5,0.0,-0.0,127.5,127.5,
R-00005,Maxilo Dental,6152,09/04/2025,18/04/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,40.0,0.0,0.0,40.0,0.0,-0.0,40.0,40.0,
888141,Clinica Dental Paleo,6153,07/04/2025,18/04/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,160.0,0.0,0.0,160.0,0.0,-0.0,160.0,160.0,
888140,Clinica Dental Tijuana,2112,05/04/2025,11/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,75.0,0.0,0.0,75.0,6.0,-0.0,81.0,81.0,
888139,Clinica Dental Tijuana,2112,03/04/2025,11/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
888138,Clinica Dental Tijuana,2112,03/04/2025,11/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
888137,Clinica Dental Tijuana,2112,03/04/2025,11/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,13.6,-0.0,183.6,183.6,
R-00004,Clinica Dental Paleo,6153,03/04/2025,11/04/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,240.0,0.0,0.0,240.0,0.0,-0.0,240.0,240.0,
R-00003,Clinica Dental Paleo,6153,03/04/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
R-00002,Clinica Dental Paleo,6153,02/04/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
888136,MEDICA,2565,01/04/2025,11/04/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
888135,Real Dental Tijuana,2543,31/03/2025,11/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
888134,Real Dental Tijuana,2543,31/03/2025,11/04/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,450.0,0.0,0.0,450.0,0.0,-0.0,450.0,450.0,
888133,Maxilo Dental,6152,31/03/2025,11/04/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,480.0,0.0,0.0,480.0,0.0,-0.0,480.0,480.0,
888132,Superdental,1882,29/03/2025,04/04/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,30.0,0.0,0.0,30.0,0.0,-0.0,30.0,30.0,
R-00001,Clinica Dental Paleo,6153,29/03/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,280.0,0.0,0.0,280.0,0.0,-0.0,280.0,280.0,
888131,Clinica Dental Paleo,6153,28/03/2025,04/04/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,240.0,0.0,0.0,240.0,0.0,-0.0,240.0,240.0,
888130,Superdental,1882,27/03/2025,03/04/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,150.0,0.0,0.0,150.0,0.0,-0.0,150.0,150.0,
888129,Superdental,1882,27/03/2025,04/04/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
888128,Horizon Dental Group,3297,26/03/2025,04/04/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
888127,Clinica Dental Tijuana,2112,26/03/2025,04/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,90.0,0.0,0.0,90.0,7.2,-0.0,97.2,97.2,
888125.1,Real Dental Tijuana,2543,25/03/2025,28/03/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,20.0,0.0,0.0,20.0,0.0,-0.0,20.0,20.0,
888124.1,Clinica Dental Tijuana,2112,25/03/2025,04/04/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,180.0,0.0,0.0,180.0,14.4,-0.0,194.4,194.4,
888126,Real Dental Tijuana,2543,24/03/2025,28/03/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
888125,Clinica Dental Tijuana,2112,24/03/2025,28/03/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
888123,Horizon Dental Group,3297,24/03/2025,28/03/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
888121,MEDICA,2565,22/03/2025,28/03/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,340.0,0.0,0.0,340.0,0.0,-0.0,340.0,340.0,
888120,MEDICA,2565,22/03/2025,28/03/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
888119,MEDICA,2565,21/03/2025,28/03/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
888118.1,Clinica Dental Tijuana,2112,21/03/2025,28/03/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
888117.1,Dr. Sergio Duarte,1979,19/03/2025,28/03/2025,Dr. Sergio Duarte,-,Pastor Ramos 350,Empleados Federales,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
888116.1,Maxilo Dental,6152,19/03/2025,28/03/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
888115.1,Clinica Dental Tijuana,2112,18/03/2025,28/03/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,90.0,0.0,0.0,90.0,7.2,-0.0,97.2,97.2,
888114.1,Clinica Dental Tijuana,2112,15/03/2025,21/03/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
888113.1,Clinica Dental Tijuana,2112,15/03/2025,21/03/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
888118,Clinica Dental Paleo,6153,14/03/2025,21/03/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,395.0,0.0,30.0,276.5,0.0,-0.0,276.5,276.5,
888117,Clinica Dental Paleo,6153,12/03/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
888112.1,Clinica Dental Tijuana,2112,12/03/2025,14/03/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,540.0,0.0,0.0,540.0,0.0,-0.0,540.0,540.0,
888116,Clinica Dental Tijuana,2112,10/03/2025,22/02/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,610.0,0.0,0.0,610.0,0.0,-0.0,610.0,610.0,
888115,MEDICA,2565,10/03/2025,14/03/2025,MEDICA,-,P.º Ensenada 502,Playas de Tijuana Sección Jardines,Tijuana,Baja California,22500,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
888114,Dental Bellas Artes,4482,10/03/2025,"",Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
888113,Dental Bellas Artes,4482,10/03/2025,"",Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,
888112,Real Dental Tijuana,2543,10/03/2025,"",Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
888111,Clinica Dental Paleo,6153,10/03/2025,14/03/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,595.0,0.0,0.0,595.0,0.0,-0.0,595.0,595.0,
888110,Clinica Dental Paleo,6153,10/03/2025,14/03/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,170.0,0.0,0.0,170.0,0.0,-0.0,170.0,170.0,
888109,Clinica Dental Paleo,6153,10/03/2025,14/03/2025,Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
888107,Real Dental Tijuana,2543,08/03/2025,"",Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
888106,Clinica Dental Tijuana,2112,08/03/2025,"",Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
888103,Horizon Dental Group,3297,04/03/2025,14/03/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,250.0,0.0,0.0,250.0,0.0,-0.0,250.0,250.0,
888102,Horizon Dental Group,3297,04/03/2025,14/03/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,160.0,0.0,0.0,160.0,0.0,-0.0,160.0,160.0,
00103,Smile Design California,3390,04/03/2025,"",Smile Design California,-,P.º de los Héroes 10289-Piso 8 Int 8002,Zona Urbana Rio Tijuana,Tijuana,Baja California,22416,México,-,956.25,0.0,0.0,956.25,0.0,-0.0,956.25,956.25,
00102,Clinica Dental Paleo,6153,04/03/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,
00101,Clinica Dental Paleo,6153,04/03/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,
00100,Clinica Dental Paleo,6153,04/03/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,
00099,Clinica Dental Paleo,6153,26/02/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
00098,Horizon Dental Group,3297,26/02/2025,07/03/2025,Horizon Dental Group,-,C. Carrillo Puerto 1536-interior 203,Zona Centro,Tijuana,Baja California,22000,México,-,250.0,0.0,0.0,250.0,0.0,-0.0,250.0,250.0,
00097,Clinica Dental Tijuana,2112,26/02/2025,07/03/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
00096,Real Dental Tijuana,2543,26/02/2025,07/03/2025,Real Dental Tijuana,-,Ignacio Manuel Altamirano 4567,Soler,Tijuana,Baja California,22530,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
00095,Maxilo Dental,6152,25/02/2025,07/03/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
00094,Clinica Dental Paleo,6153,25/02/2025,"",Clinica Dental Paleo,-,Flores Magon 1225,Zona Centro,Tijuana,Baja California,22000,México,-,70.0,0.0,0.0,70.0,0.0,-0.0,70.0,70.0,
00093,Clinica Dental Tijuana,2112,24/02/2025,07/03/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
00092,Clinica Dental Tijuana,2112,22/02/2025,28/02/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
00091,Dental Bellas Artes,4482,21/02/2025,28/02/2025,Dental Bellas Artes,-,Blvd. de las Bellas Artes 341,Nueva Tijuana,Tijuana,Baja California,22435,México,-,85.0,0.0,0.0,85.0,0.0,-0.0,85.0,85.0,
00090,Maxilo Dental,6152,21/02/2025,21/02/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,200.0,0.0,0.0,200.0,0.0,-0.0,200.0,200.0,
00089,Maxilo Dental,6152,21/02/2025,"",Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
00088,Maxilo Dental,6152,21/02/2025,28/02/2025,Maxilo Dental,-,Fray Servando Teresa de Mier 1351-206,Zona Urbana Rio Tijuana,Tijuana,Baja California,22010,México,-,75.0,0.0,0.0,75.0,0.0,-0.0,75.0,75.0,
00087,Clinica Dental Tijuana,2112,20/02/2025,21/02/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,630.0,0.0,0.0,630.0,0.0,-0.0,630.0,630.0,
00086,Dentofacial Group,4782,19/02/2025,"",Dentofacial Group,-,Av. Mutualismo 931-A,Zona Centro,Tijuana,Baja California,22000,México,-,77.5,0.0,0.0,77.5,0.0,-0.0,77.5,55.0,
00085,Clinica Dental Tijuana,2112,19/02/2025,28/02/2025,Clinica Dental Tijuana,-,Calle Emiliano Zapata 8042,Zona Centro,Tijuana,Baja California,22000,México,-,85.0,0.0,0.0,85.0,6.8,-0.0,91.8,91.8,
00084,Superdental,1882,19/02/2025,"",Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,10.0,0.0,0.0,10.0,0.0,-0.0,10.0,10.0,
00083,Superdental,1882,19/02/2025,28/02/2025,Superdental,-,Blvd. Agua Caliente 11988-Local 1,Agua Caliente,Tijuana,Baja California,22420,México,-,80.0,0.0,0.0,80.0,0.0,-0.0,80.0,80.0,
00082,Smile Design California,3390,18/02/2025,28/02/2025,Smile Design California,-,P.º de los Héroes 10289-Piso 8 Int 8002,Zona Urbana Rio Tijuana,Tijuana,Baja California,22416,México,-,42.5,0.0,0.0,42.5,0.0,-0.0,42.5,42.5,
